clock,xxx,src,dest
2159.0,Animation,LAX,CDG
2160.0,Animation,LHR,KUL
2160.0,Animation,MIA,SHA
2160.0,Animation,MIA,JFK
2160.0,Animation,CLT,AYT
2161.0,Animation,DXB,SEA
2162.0,Animation,SIN,CTU
2162.0,Animation,KUL,DFW
2162.0,Animation,AYT,SEA
2165.0,Animation,BOS,TPE
2166.0,Animation,CGK,BOS
2166.0,Animation,HKG,KUL
2166.0,Animation,LAX,SYD
2167.0,Animation,ORD,TPE
2169.0,Animation,DXB,MAD
2170.0,Animation,SHA,PVG
2171.0,Animation,SEA,NRT
2171.0,Animation,CDG,FCO
2172.0,Animation,SZX,BOM
2172.0,Animation,AYT,ORY
2173.0,Animation,DEL,SIN
2173.0,Animation,AYT,ORD
2173.0,Animation,ATL,CLT
2174.0,Animation,MEX,SHA
2175.0,Animation,CDG,IST
2176.0,Animation,CDG,BOS
2176.0,Animation,ORD,AMS
2176.0,Animation,LHR,SZX
2177.0,Animation,MCO,MUC
2178.0,Animation,LAX,CLT
2178.0,Animation,PHX,MCO
2181.0,Animation,JFK,MCO
2181.0,Animation,ATL,MEL
2182.0,Animation,MUC,CGK
2183.0,Animation,FRA,MEX
2184.0,Animation,KUL,GRU
2185.0,Animation,DXB,DEN
2186.0,Animation,MEX,FCO
2187.0,Animation,NRT,PVG
2188.0,Animation,PVG,EWR
2188.0,Animation,CLT,IAH
2189.0,Animation,SFO,BOM
2191.0,Animation,YYZ,TPE
2193.0,Animation,ZRH,MEX
2193.0,Animation,PVG,SIN
2194.0,Animation,IAH,GRU
2195.0,Animation,FRA,GRU
2197.0,Animation,ATL,BOS
2197.0,Animation,SHA,IAH
2199.0,Animation,EWR,ORD
2199.0,Animation,AYT,PHL
2200.0,Animation,PEK,CGK
2202.0,Animation,ATL,NRT
2203.0,Animation,SIN,LAS
2203.0,Animation,DTW,MCO
2204.0,Animation,YYZ,DEN
2204.0,Animation,AYT,MUC
2204.0,Animation,YYZ,FRA
2204.0,Animation,FRA,AYT
2208.0,Animation,BOM,AMS
2208.0,Animation,BOM,CTU
2210.0,Animation,MEX,ZRH
2211.0,Animation,SIN,CGK
2211.0,Animation,DEL,PVG
2211.0,Animation,MUC,HKG
2212.0,Animation,CTU,MUC
2213.0,Animation,AYT,IST
2218.0,Animation,IST,PVG
2219.0,Animation,FRA,ORD
2219.0,Animation,SIN,DXB
2219.0,Animation,DEL,SYD
2221.0,Animation,CDG,DXB
2222.0,Animation,BOS,LAX
2222.0,Animation,LHR,MUC
2222.0,Animation,AYT,CLT
2223.0,Animation,BOM,EWR
2223.0,Animation,SZX,BOM
2226.0,Animation,DEL,ZRH
2226.0,Animation,SHA,HKG
2227.0,Animation,SIN,FCO
2227.0,Animation,MAD,ZRH
2227.0,Animation,PVG,LAX
2229.0,Animation,SYD,PHL
2229.0,Animation,MSP,SHA
2229.0,Animation,ORD,MEX
2231.0,Animation,CTU,MSP
2232.0,Animation,CTU,IAH
2232.0,Animation,SIN,YYZ
2232.0,Animation,PHX,MEX
2232.0,Animation,TPE,SIN
2233.0,Animation,PHX,BOS
2233.0,Animation,LAS,PVG
2234.0,Animation,CLT,CTU
2235.0,Animation,SYD,DTW
2235.0,Animation,CAN,MUC
2236.0,Animation,SZX,PVG
2237.0,Animation,ORD,PEK
2237.0,Animation,MEL,PHL
2237.0,Animation,LHR,DXB
2237.0,Animation,JFK,KUL
2238.0,Animation,PVG,ATL
2239.0,Animation,SFO,KUL
2239.0,Animation,CLT,LAX
2240.0,Animation,DEN,CGK
2240.0,Animation,NRT,SZX
2240.0,Animation,FRA,ORY
2241.0,Animation,PVG,SFO
2241.0,Animation,LAS,BOS
2241.0,Animation,SHA,MUC
2241.0,Animation,AYT,KUL
2241.0,Animation,SFO,MUC
2242.0,Animation,TPE,IAH
2242.0,Animation,AMS,KUL
2244.0,Animation,BOS,CTU
2244.0,Animation,MCO,KUL
2245.0,Animation,CAN,TPE
2245.0,Animation,SYD,MIA
2245.0,Animation,MAD,SEA
2245.0,Animation,LAS,DEL
2246.0,Animation,HKG,SEA
2246.0,Animation,CDG,TPE
2249.0,Animation,CGK,AYT
2250.0,Animation,MUC,PEK
2250.0,Animation,ORY,EWR
2251.0,Animation,DXB,KUL
2252.0,Animation,CAN,SIN
2253.0,Animation,SZX,MEL
2254.0,Animation,PVG,CGK
2254.0,Animation,PHX,GRU
2254.0,Animation,PHL,MUC
2255.0,Animation,CTU,MUC
2256.0,Animation,DFW,PEK
2256.0,Animation,ORY,MIA
2256.0,Animation,IAH,CTU
2257.0,Animation,PEK,DXB
2258.0,Animation,MAD,BOM
2259.0,Animation,PVG,SYD
2259.0,Animation,DEL,MCO
2259.0,Animation,MCO,HKG
2260.0,Animation,IAH,MIA
2260.0,Animation,CTU,PHL
2261.0,Animation,CGK,PEK
2262.0,Animation,MEL,PHL
2263.0,Animation,CLT,JFK
2264.0,Animation,TPE,NRT
2264.0,Animation,MSP,YYZ
2265.0,Animation,AYT,CAN
2266.0,Animation,LAX,PVG
2266.0,Animation,SFO,ORY
2266.0,Animation,SHA,MAD
2267.0,Animation,SEA,FRA
2268.0,Animation,CAN,ZRH
2268.0,Animation,NRT,KUL
2269.0,Animation,DXB,ATL
2272.0,Animation,SYD,DEL
2274.0,Animation,DXB,CGK
2274.0,Animation,SZX,PHL
2274.0,Animation,CGK,IAH
2274.0,Animation,KUL,BOS
2275.0,Animation,PVG,MAD
2275.0,Animation,MEL,SYD
2275.0,Animation,PEK,SEA
2277.0,Animation,HKG,FCO
2277.0,Animation,SHA,MIA
2279.0,Animation,MEX,ZRH
2280.0,Animation,ATL,AMS
2281.0,Animation,MCO,SFO
2282.0,Animation,DFW,CDG
2284.0,Animation,CAN,ORY
2285.0,Animation,MCO,DFW
2285.0,Animation,LAS,FRA
2286.0,Animation,ZRH,LAX
2287.0,Animation,BOS,AYT
2289.0,Animation,FCO,PHL
2290.0,Animation,SYD,DXB
2290.0,Animation,NRT,FCO
2291.0,Animation,LAX,MEX
2292.0,Animation,PHL,DEL
2294.0,Animation,KUL,SFO
2294.0,Animation,SFO,DEL
2294.0,Animation,MSP,ATL
2296.0,Animation,MIA,AYT
2297.0,Animation,FRA,MEX
2299.0,Animation,CLT,SIN
2302.0,Animation,NRT,MSP
2303.0,Animation,BOM,MEX
2305.0,Animation,PVG,PHX
2305.0,Animation,JFK,KUL
2306.0,Animation,SFO,LAX
2307.0,Animation,LAX,KUL
2307.0,Animation,ORY,FRA
2307.0,Animation,FCO,DEN
2309.0,Animation,CAN,CLT
2310.0,Animation,KUL,EWR
2310.0,Animation,NRT,DTW
2311.0,Animation,LAX,MSP
2311.0,Animation,MUC,AMS
2311.0,Animation,IST,MCO
2312.0,Animation,TPE,CGK
2312.0,Animation,SEA,CGK
2312.0,Animation,JFK,DEL
2312.0,Animation,PEK,KUL
2312.0,Animation,MEL,MSP
2312.0,Animation,FCO,DEL
2313.0,Animation,CLT,BOM
2313.0,Animation,CDG,FRA
2313.0,Animation,CLT,MEX
2314.0,Animation,KUL,GRU
2314.0,Animation,FCO,MUC
2315.0,Animation,SZX,LHR
2315.0,Animation,MUC,CDG
2315.0,Animation,BOS,LAX
2315.0,Animation,AYT,HKG
2316.0,Animation,ZRH,SHA
2318.0,Animation,CLT,TPE
2318.0,Animation,CGK,DXB
2318.0,Animation,MUC,SZX
2319.0,Animation,DEN,BOS
2319.0,Animation,LAS,EWR
2322.0,Animation,CDG,PEK
2323.0,Animation,MCO,LAS
2323.0,Animation,KUL,FRA
2324.0,Animation,ATL,ORY
2326.0,Animation,ATL,MUC
2326.0,Animation,CAN,CGK
2326.0,Animation,AMS,FRA
2327.0,Animation,DTW,MEL
2327.0,Animation,DEN,MIA
2328.0,Animation,PHX,IST
2330.0,Animation,MEL,MCO
2330.0,Animation,CTU,AMS
2331.0,Animation,CGK,SZX
2333.0,Animation,DXB,CTU
2333.0,Animation,DFW,PEK
2333.0,Animation,SIN,DXB
2334.0,Animation,CTU,CAN
2334.0,Animation,IST,DEL
2335.0,Animation,MEL,ORY
2335.0,Animation,HKG,DFW
2335.0,Animation,BOS,SEA
2337.0,Animation,SYD,SFO
2337.0,Animation,ORY,JFK
2338.0,Animation,DEN,MEL
2338.0,Animation,MEX,MIA
2339.0,Animation,IAH,LAS
2340.0,Animation,ORY,EWR
2343.0,Animation,FCO,BOM
2343.0,Animation,ORD,ATL
2344.0,Animation,KUL,MEX
2344.0,Animation,AMS,HKG
2345.0,Animation,LAX,CGK
2346.0,Animation,JFK,FRA
2348.0,Animation,CAN,HKG
2348.0,Animation,PVG,KUL
2350.0,Animation,FRA,KUL
2350.0,Animation,NRT,TPE
2351.0,Animation,DFW,MEX
2351.0,Animation,CAN,DEL
2351.0,Animation,MCO,DXB
2351.0,Animation,MUC,PHL
2352.0,Animation,PVG,AMS
2352.0,Animation,AYT,MIA
2353.0,Animation,ORY,YYZ
2354.0,Animation,KUL,PEK
2356.0,Animation,DXB,MUC
2356.0,Animation,TPE,MUC
2357.0,Animation,ORY,JFK
2360.0,Animation,ORY,SIN
2362.0,Animation,MUC,SEA
2362.0,Animation,FRA,GRU
2363.0,Animation,MEX,SIN
2363.0,Animation,PHX,IST
2365.0,Animation,SIN,AYT
2365.0,Animation,BOS,YYZ
2368.0,Animation,BOS,KUL
2368.0,Animation,TPE,DEN
2369.0,Animation,FCO,SYD
2369.0,Animation,ORY,KUL
2369.0,Animation,KUL,SZX
2373.0,Animation,CAN,DTW
2374.0,Animation,MCO,ORD
2375.0,Animation,PEK,FRA
2377.0,Animation,MEX,SFO
2377.0,Animation,HKG,PHX
2377.0,Animation,ZRH,BOS
2378.0,Animation,DEN,SEA
2379.0,Animation,CDG,FRA
2379.0,Animation,LHR,ZRH
2380.0,Animation,SYD,LAS
2380.0,Animation,ORY,SIN
2381.0,Animation,PHL,PEK
2382.0,Animation,IST,MEX
2383.0,Animation,MIA,FRA
2383.0,Animation,SZX,IST
2384.0,Animation,GRU,DFW
2385.0,Animation,AYT,SHA
2385.0,Animation,KUL,EWR
2386.0,Animation,DXB,PHL
2386.0,Animation,CLT,SZX
2387.0,Animation,PHX,IST
2387.0,Animation,SYD,GRU
2387.0,Animation,PVG,FCO
2388.0,Animation,CGK,IST
2389.0,Animation,JFK,MIA
2389.0,Animation,SYD,TPE
2392.0,Animation,MEX,KUL
2392.0,Animation,GRU,ORY
2393.0,Animation,CGK,MIA
2397.0,Animation,KUL,IAH
2397.0,Animation,IST,CDG
2398.0,Animation,PHX,DFW
2399.0,Animation,FRA,PHL
2400.0,Animation,MCO,MAD
2400.0,Animation,JFK,CDG
2401.0,Animation,ORY,MEX
2401.0,Animation,ATL,YYZ
2402.0,Animation,PVG,MCO
2402.0,Animation,SIN,MEX
2403.0,Animation,SHA,PEK
2404.0,Animation,CTU,YYZ
2404.0,Animation,MUC,ZRH
2404.0,Animation,PEK,PVG
2405.0,Animation,DEL,JFK
2405.0,Animation,YYZ,MIA
2405.0,Animation,FRA,AYT
2406.0,Animation,ATL,SZX
2406.0,Animation,CGK,LHR
2406.0,Animation,MIA,LHR
2406.0,Animation,SEA,CDG
2406.0,Animation,BOS,SYD
2408.0,Animation,AMS,CAN
2408.0,Animation,EWR,CAN
2408.0,Animation,BOM,SZX
2409.0,Animation,KUL,MAD
2409.0,Animation,MUC,MAD
2409.0,Animation,LAX,CAN
2409.0,Animation,FRA,MAD
2410.0,Animation,CTU,PHX
2411.0,Animation,CTU,MCO
2411.0,Animation,MAD,MCO
2412.0,Animation,CGK,YYZ
2413.0,Animation,HKG,ORD
2414.0,Animation,NRT,PHX
2415.0,Animation,LAS,BOS
2415.0,Animation,SIN,GRU
2415.0,Animation,BOM,SYD
2416.0,Animation,FRA,PEK
2417.0,Animation,AYT,JFK
2417.0,Animation,ZRH,GRU
2420.0,Animation,SHA,DEN
2421.0,Animation,SIN,IST
2421.0,Animation,AMS,AYT
2422.0,Animation,HKG,PHL
2427.0,Animation,CLT,DTW
2427.0,Animation,ORY,DFW
2427.0,Animation,SFO,SHA
2427.0,Animation,CDG,YYZ
2428.0,Animation,PHL,ORY
2429.0,Animation,ORY,KUL
2429.0,Animation,GRU,MEL
2429.0,Animation,MUC,ORY
2430.0,Animation,JFK,CTU
2430.0,Animation,FCO,SIN
2430.0,Animation,AYT,SFO
2431.0,Animation,IAH,DTW
2432.0,Animation,ATL,CLT
2433.0,Animation,MIA,PEK
2434.0,Animation,MIA,CAN
2435.0,Animation,MUC,ZRH
2437.0,Animation,CLT,DXB
2438.0,Animation,MEX,GRU
2439.0,Animation,SEA,MEL
2440.0,Animation,MUC,AMS
2441.0,Animation,ORD,SYD
2441.0,Animation,HKG,TPE
2442.0,Animation,DTW,SEA
2443.0,Animation,LHR,ATL
2443.0,Animation,TPE,CLT
2446.0,Animation,MSP,IAH
2446.0,Animation,NRT,LAS
2446.0,Animation,BOM,MEX
2448.0,Animation,EWR,BOM
2448.0,Animation,MCO,MIA
2449.0,Animation,AYT,EWR
2452.0,Animation,MAD,ORY
2454.0,Animation,EWR,MIA
2455.0,Animation,CTU,MEL
2456.0,Animation,EWR,ORY
2457.0,Animation,DEL,CTU
2457.0,Animation,GRU,MIA
2458.0,Animation,DEN,MCO
2459.0,Animation,CDG,FCO
2459.0,Animation,DFW,MCO
2461.0,Animation,ATL,DXB
2463.0,Animation,SZX,MCO
2467.0,Animation,MEL,PEK
2467.0,Animation,DEN,HKG
2467.0,Animation,ATL,EWR
2467.0,Animation,PVG,AMS
2467.0,Animation,MAD,PEK
2469.0,Animation,SFO,AMS
2469.0,Animation,MSP,SHA
2470.0,Animation,PHX,FRA
2471.0,Animation,MEL,IAH
2471.0,Animation,ATL,MCO
2472.0,Animation,PEK,FCO
2473.0,Animation,CLT,SZX
2475.0,Animation,ATL,CTU
2475.0,Animation,FRA,ATL
2476.0,Animation,MEL,SIN
2476.0,Animation,HKG,CAN
2476.0,Animation,PEK,CGK
2477.0,Animation,ORD,LHR
2479.0,Animation,YYZ,MAD
2480.0,Animation,FRA,MUC
2480.0,Animation,MUC,SFO
2481.0,Animation,SIN,TPE
2481.0,Animation,MUC,CDG
2482.0,Animation,CLT,LHR
2482.0,Animation,ZRH,CLT
2482.0,Animation,ORY,EWR
2482.0,Animation,CLT,ATL
2482.0,Animation,NRT,ORY
2483.0,Animation,DEL,GRU
2484.0,Animation,ATL,FCO
2484.0,Animation,CAN,ZRH
2485.0,Animation,TPE,PHL
2485.0,Animation,NRT,LAS
2485.0,Animation,GRU,MSP
2486.0,Animation,ORY,CLT
2487.0,Animation,SFO,SIN
2487.0,Animation,ZRH,ATL
2490.0,Animation,NRT,DEN
2490.0,Animation,GRU,CAN
2490.0,Animation,GRU,PHX
2491.0,Animation,FRA,YYZ
2492.0,Animation,DTW,MEL
2494.0,Animation,PEK,SFO
2494.0,Animation,ORD,LAS
2497.0,Animation,MEX,MUC
2498.0,Animation,AYT,CLT
2499.0,Animation,ZRH,IST
2501.0,Animation,BOM,LHR
2503.0,Animation,SZX,SHA
2503.0,Animation,SIN,FCO
2505.0,Animation,IAH,LAX
2505.0,Animation,YYZ,DXB
2505.0,Animation,AMS,PHX
2506.0,Animation,PEK,JFK
2508.0,Animation,CLT,TPE
2509.0,Animation,DTW,LAS
2510.0,Animation,CTU,SZX
2512.0,Animation,CGK,LHR
2514.0,Animation,CGK,SIN
2515.0,Animation,IAH,ZRH
2517.0,Animation,DFW,SYD
2517.0,Animation,YYZ,PVG
2518.0,Animation,NRT,SIN
2518.0,Animation,ORY,EWR
2518.0,Animation,ZRH,DEN
2520.0,Animation,LAX,SIN
2520.0,Animation,SIN,NRT
2522.0,Animation,LHR,SYD
2522.0,Animation,CLT,IAH
2523.0,Animation,SIN,KUL
2524.0,Animation,TPE,FRA
2526.0,Animation,LAS,MEX
2527.0,Animation,ORY,SYD
2530.0,Animation,LAS,CTU
2530.0,Animation,DEL,ATL
2531.0,Animation,CGK,CAN
2531.0,Animation,MEX,PEK
2532.0,Animation,PHL,CAN
2533.0,Animation,LHR,FRA
2534.0,Animation,DTW,ZRH
2534.0,Animation,ORD,EWR
2534.0,Animation,MIA,MEL
2536.0,Animation,KUL,HKG
2536.0,Animation,MUC,DFW
2536.0,Animation,BOM,SHA
2537.0,Animation,DFW,MIA
2538.0,Animation,LAX,ORD
2538.0,Animation,NRT,LAS
2540.0,Animation,TPE,MEL
2541.0,Animation,FRA,DFW
2541.0,Animation,ORY,CDG
2542.0,Animation,SHA,AMS
2542.0,Animation,IST,SEA
2543.0,Animation,LAX,KUL
2543.0,Animation,PEK,MAD
2544.0,Animation,DXB,ORD
2545.0,Animation,SHA,TPE
2546.0,Animation,DTW,LHR
2546.0,Animation,MSP,SEA
2546.0,Animation,PVG,DXB
2547.0,Animation,MIA,DFW
2548.0,Animation,DTW,GRU
2549.0,Animation,CLT,LAS
2549.0,Animation,YYZ,PVG
2550.0,Animation,AMS,SHA
2550.0,Animation,ORD,EWR
2550.0,Animation,CAN,KUL
2551.0,Animation,BOS,ORY
2551.0,Animation,SHA,CAN
2552.0,Animation,TPE,CAN
2552.0,Animation,CGK,ORY
2552.0,Animation,BOS,MUC
2556.0,Animation,SEA,ORD
2557.0,Animation,DTW,SYD
2558.0,Animation,DXB,MCO
2558.0,Animation,PVG,DEN
2558.0,Animation,KUL,CDG
2559.0,Animation,DFW,YYZ
2560.0,Animation,MSP,NRT
2560.0,Animation,AMS,SEA
2562.0,Animation,CGK,TPE
2562.0,Animation,TPE,PVG
2564.0,Animation,FRA,MEL
2565.0,Animation,CAN,NRT
2565.0,Animation,SZX,CGK
2565.0,Animation,ZRH,ATL
2565.0,Animation,TPE,PEK
2568.0,Animation,MIA,IST
2568.0,Animation,DEL,DTW
2568.0,Animation,MAD,DEN
2568.0,Animation,AYT,PEK
2570.0,Animation,SYD,IST
2570.0,Animation,LAX,MAD
2571.0,Animation,AMS,KUL
2572.0,Animation,LAX,SEA
2572.0,Animation,FCO,ZRH
2572.0,Animation,PVG,HKG
2572.0,Animation,ATL,EWR
2573.0,Animation,SFO,SHA
2574.0,Animation,SIN,AYT
2574.0,Animation,KUL,NRT
2574.0,Animation,BOS,DEN
2574.0,Animation,MAD,SZX
2576.0,Animation,LAX,MUC
2577.0,Animation,KUL,PEK
2577.0,Animation,AMS,PHL
2577.0,Animation,MIA,BOM
2579.0,Animation,CGK,CDG
2579.0,Animation,ORD,EWR
2579.0,Animation,MAD,DFW
2581.0,Animation,MCO,DFW
2582.0,Animation,CGK,CLT
2582.0,Animation,GRU,MUC
2582.0,Animation,BOS,LAS
2583.0,Animation,IAH,DXB
2585.0,Animation,SIN,ZRH
2586.0,Animation,HKG,DFW
2586.0,Animation,LHR,MSP
2589.0,Animation,NRT,HKG
2589.0,Animation,ORY,MIA
2590.0,Animation,PHL,AMS
2592.0,Animation,SHA,DTW
2593.0,Animation,DEN,DFW
2595.0,Animation,MIA,MUC
2595.0,Animation,TPE,ZRH
2595.0,Animation,DFW,JFK
2597.0,Animation,PVG,NRT
2599.0,Animation,CTU,LHR
2602.0,Animation,EWR,PHL
2603.0,Animation,PHL,MUC
2604.0,Animation,TPE,IST
2605.0,Animation,MIA,MAD
2608.0,Animation,KUL,FRA
2608.0,Animation,PHL,FCO
2608.0,Animation,CDG,DFW
2609.0,Animation,TPE,KUL
2609.0,Animation,ZRH,MAD
2610.0,Animation,MIA,MUC
2610.0,Animation,ATL,CLT
2611.0,Animation,CDG,JFK
2612.0,Animation,SZX,CAN
2612.0,Animation,ZRH,PEK
2613.0,Animation,PVG,PHL
2614.0,Animation,EWR,AMS
2615.0,Animation,LAX,SIN
2617.0,Animation,DXB,DEN
2617.0,Animation,SFO,CTU
2617.0,Animation,DTW,PEK
2618.0,Animation,LAS,CDG
2622.0,Animation,SFO,SIN
2622.0,Animation,CGK,LAX
2627.0,Animation,SZX,DXB
2629.0,Animation,MEX,SEA
2630.0,Animation,BOS,LHR
2631.0,Animation,AYT,SIN
2631.0,Animation,MAD,MUC
2631.0,Animation,AYT,ORD
2632.0,Animation,EWR,MCO
2635.0,Animation,MSP,MUC
2636.0,Animation,ORY,PHL
2637.0,Animation,EWR,IST
2637.0,Animation,YYZ,SEA
2640.0,Animation,SIN,FRA
2642.0,Animation,MIA,PEK
2643.0,Animation,FRA,MIA
2645.0,Animation,FCO,TPE
2645.0,Animation,AMS,MEX
2647.0,Animation,DXB,SIN
2649.0,Animation,HKG,SIN
2650.0,Animation,NRT,ATL
2651.0,Animation,SFO,YYZ
2652.0,Animation,DFW,MCO
2653.0,Animation,GRU,FRA
2654.0,Animation,MEX,ZRH
2654.0,Animation,FCO,YYZ
2656.0,Animation,ORY,MSP
2656.0,Animation,TPE,FRA
2658.0,Animation,MIA,DXB
2659.0,Animation,MEX,LHR
2660.0,Animation,CTU,AYT
2662.0,Animation,GRU,SFO
2663.0,Animation,ORD,SEA
2664.0,Animation,DFW,AMS
2665.0,Animation,GRU,MEL
2668.0,Animation,ATL,JFK
2669.0,Animation,AMS,MEX
2669.0,Animation,FCO,LHR
2669.0,Animation,AYT,ORY
2670.0,Animation,MUC,FCO
2671.0,Animation,MIA,MAD
2672.0,Animation,DEL,MIA
2673.0,Animation,GRU,ZRH
2674.0,Animation,PVG,ORY
2675.0,Animation,SEA,TPE
2675.0,Animation,CAN,CDG
2676.0,Animation,PHL,BOM
2678.0,Animation,IST,PHX
2678.0,Animation,EWR,PEK
2680.0,Animation,KUL,FCO
2681.0,Animation,SEA,DEN
2682.0,Animation,BOM,ZRH
2682.0,Animation,MSP,BOS
2683.0,Animation,CAN,SEA
2684.0,Animation,ZRH,ATL
2686.0,Animation,DEN,SIN
2687.0,Animation,KUL,DXB
2688.0,Animation,MCO,DEL
2688.0,Animation,DEL,MEL
2688.0,Animation,DXB,PHL
2690.0,Animation,IAH,PHL
2691.0,Animation,PEK,SFO
2692.0,Animation,KUL,MIA
2693.0,Animation,ZRH,MUC
2694.0,Animation,IAH,BOS
2694.0,Animation,PEK,SEA
2695.0,Animation,TPE,CTU
2695.0,Animation,DTW,GRU
2695.0,Animation,DXB,MUC
2696.0,Animation,NRT,ORD
2696.0,Animation,HKG,ZRH
2697.0,Animation,BOS,LAS
2697.0,Animation,AMS,DXB
2698.0,Animation,CAN,PHL
2699.0,Animation,ATL,PEK
2699.0,Animation,KUL,GRU
2701.0,Animation,AMS,FCO
2702.0,Animation,CAN,CDG
2702.0,Animation,AYT,BOM
2703.0,Animation,CLT,SHA
2703.0,Animation,NRT,EWR
2703.0,Animation,TPE,MCO
2705.0,Animation,YYZ,SZX
2705.0,Animation,MUC,CAN
2705.0,Animation,CTU,SFO
2706.0,Animation,CTU,MUC
2706.0,Animation,EWR,CLT
2706.0,Animation,DTW,SIN
2706.0,Animation,KUL,CDG
2710.0,Animation,IAH,TPE
2711.0,Animation,MIA,CTU
2711.0,Animation,IST,NRT
2713.0,Animation,IST,IAH
2715.0,Animation,CGK,PEK
2715.0,Animation,PEK,DEL
2715.0,Animation,FCO,MCO
2715.0,Animation,FRA,FCO
2716.0,Animation,IST,JFK
2720.0,Animation,CAN,SEA
2721.0,Animation,TPE,BOM
2723.0,Animation,AYT,ZRH
2723.0,Animation,ZRH,BOS
2723.0,Animation,HKG,SYD
2724.0,Animation,SEA,YYZ
2725.0,Animation,LAX,YYZ
2725.0,Animation,EWR,SEA
2726.0,Animation,MEX,ATL
2726.0,Animation,LAS,GRU
2728.0,Animation,MIA,MSP
2729.0,Animation,EWR,SYD
2729.0,Animation,PEK,HKG
2730.0,Animation,DFW,BOS
2731.0,Animation,DFW,YYZ
2733.0,Animation,DXB,ZRH
2733.0,Animation,CTU,GRU
2734.0,Animation,CDG,AYT
2735.0,Animation,DEL,MUC
2736.0,Animation,AYT,SHA
2737.0,Animation,ORY,SYD
2737.0,Animation,DFW,ORD
2740.0,Animation,GRU,TPE
2741.0,Animation,EWR,IAH
2742.0,Animation,DFW,IAH
2742.0,Animation,SHA,SFO
2744.0,Animation,DTW,ZRH
2745.0,Animation,MUC,ORY
2746.0,Animation,YYZ,SFO
2746.0,Animation,PEK,MSP
2747.0,Animation,BOM,MUC
2748.0,Animation,PVG,CTU
2748.0,Animation,BOS,YYZ
2748.0,Animation,PEK,BOS
2750.0,Animation,SYD,CAN
2750.0,Animation,MSP,SIN
2750.0,Animation,MSP,DTW
2754.0,Animation,ATL,SYD
2754.0,Animation,MEL,BOM
2755.0,Animation,LAX,SHA
2755.0,Animation,DFW,LAS
2755.0,Animation,LHR,SHA
2756.0,Animation,MUC,SYD
2756.0,Animation,BOM,SIN
2757.0,Animation,CLT,CDG
2757.0,Animation,YYZ,MCO
2758.0,Animation,YYZ,ORD
2759.0,Animation,SHA,MEL
2760.0,Animation,DFW,LAX
2761.0,Animation,MUC,YYZ
2761.0,Animation,MAD,SZX
2763.0,Animation,NRT,BOM
2763.0,Animation,IAH,MIA
2764.0,Animation,LHR,CLT
2766.0,Animation,PHL,KUL
2766.0,Animation,SEA,IAH
2767.0,Animation,MIA,KUL
2767.0,Animation,DFW,SHA
2767.0,Animation,DEN,CAN
2768.0,Animation,NRT,MEL
2768.0,Animation,SHA,ATL
2769.0,Animation,MEL,AMS
2771.0,Animation,CAN,PEK
2771.0,Animation,LAS,IAH
2772.0,Animation,IST,SHA
2772.0,Animation,SZX,BOS
2772.0,Animation,TPE,SZX
2773.0,Animation,LAS,PHX
2774.0,Animation,ORD,IST
2777.0,Animation,SIN,TPE
2780.0,Animation,SYD,IST
2781.0,Animation,PEK,MEX
2783.0,Animation,YYZ,MAD
2783.0,Animation,DEL,DFW
2784.0,Animation,EWR,ATL
2784.0,Animation,GRU,CLT
2785.0,Animation,DEN,LHR
2785.0,Animation,MUC,AYT
2786.0,Animation,DEL,CLT
2786.0,Animation,FCO,IAH
2787.0,Animation,CAN,SHA
2787.0,Animation,MUC,DEL
2788.0,Animation,NRT,SIN
2789.0,Animation,KUL,PEK
2790.0,Animation,DEL,AYT
2791.0,Animation,BOM,JFK
2793.0,Animation,DTW,IAH
2795.0,Animation,MEL,DXB
2795.0,Animation,SYD,TPE
2795.0,Animation,SEA,JFK
2796.0,Animation,LHR,ORY
2797.0,Animation,SFO,MEL
2797.0,Animation,ZRH,IST
2801.0,Animation,DEN,MSP
2801.0,Animation,DXB,TPE
2803.0,Animation,MCO,ORD
2804.0,Animation,JFK,PEK
2805.0,Animation,MEL,EWR
2805.0,Animation,DEL,PHL
2805.0,Animation,TPE,DEL
2810.0,Animation,FCO,ORD
2811.0,Animation,ORD,EWR
2812.0,Animation,DXB,AMS
2814.0,Animation,GRU,CDG
2816.0,Animation,LAS,NRT
2816.0,Animation,EWR,SHA
2818.0,Animation,JFK,DTW
2824.0,Animation,BOS,MSP
2824.0,Animation,JFK,ZRH
2826.0,Animation,LAS,IST
2827.0,Animation,CAN,DEN
2829.0,Animation,CGK,MIA
2829.0,Animation,MIA,TPE
2832.0,Animation,MEL,DXB
2832.0,Animation,IAH,CGK
2833.0,Animation,YYZ,CTU
2833.0,Animation,LHR,MCO
2835.0,Animation,IAH,CGK
2835.0,Animation,MEX,SZX
2835.0,Animation,DXB,ZRH
2835.0,Animation,BOM,MIA
2837.0,Animation,CDG,PHX
2837.0,Animation,NRT,PVG
2837.0,Animation,DEN,CAN
2838.0,Animation,FRA,AYT
2840.0,Animation,LAX,TPE
2841.0,Animation,YYZ,ATL
2847.0,Animation,DXB,DFW
2847.0,Animation,PHL,JFK
2847.0,Animation,FCO,DEL
2848.0,Animation,MEL,PHL
2848.0,Animation,PEK,BOM
2849.0,Animation,EWR,MEL
2850.0,Animation,MUC,CGK
2850.0,Animation,DTW,KUL
2851.0,Animation,BOM,LHR
2853.0,Animation,YYZ,MAD
2854.0,Animation,CAN,GRU
