clock,xxx,src,dest
946.0,Animation,CAN,IAH
948.0,Animation,DXB,NRT
951.0,Animation,IAH,CLT
951.0,Animation,PHX,MCO
955.0,Animation,MEX,EWR
955.0,Animation,PHX,PEK
956.0,Animation,SHA,AYT
956.0,Animation,YYZ,IAH
956.0,Animation,ZRH,DXB
957.0,Animation,FCO,SYD
957.0,Animation,CDG,CAN
958.0,Animation,MEX,LAX
959.0,Animation,CLT,CDG
959.0,Animation,NRT,KUL
959.0,Animation,BOS,LAX
961.0,Animation,PHX,MCO
962.0,Animation,TPE,BOM
962.0,Animation,ZRH,DEN
963.0,Animation,BOS,NRT
963.0,Animation,ATL,CDG
963.0,Animation,SYD,LAS
963.0,Animation,CTU,CDG
965.0,Animation,JFK,TPE
966.0,Animation,DEL,IAH
966.0,Animation,ATL,DTW
966.0,Animation,DXB,AMS
966.0,Animation,FCO,PVG
968.0,Animation,BOS,MUC
968.0,Animation,CTU,BOM
969.0,Animation,SHA,MUC
970.0,Animation,DEN,KUL
970.0,Animation,CTU,EWR
970.0,Animation,SFO,MAD
970.0,Animation,IST,YYZ
971.0,Animation,SEA,GRU
971.0,Animation,JFK,MAD
974.0,Animation,HKG,SEA
974.0,Animation,PHL,CAN
975.0,Animation,SZX,DXB
975.0,Animation,LHR,FRA
975.0,Animation,MAD,PVG
976.0,Animation,PHX,ORD
976.0,Animation,CDG,MSP
976.0,Animation,DTW,MUC
977.0,Animation,DEL,CLT
978.0,Animation,EWR,ORY
979.0,Animation,MEX,SIN
981.0,Animation,DXB,MIA
982.0,Animation,PVG,ORD
982.0,Animation,CLT,PHL
985.0,Animation,SZX,DXB
987.0,Animation,AMS,MEX
987.0,Animation,BOS,MCO
988.0,Animation,CGK,GRU
988.0,Animation,SFO,DFW
989.0,Animation,CAN,PHX
990.0,Animation,MIA,YYZ
991.0,Animation,CLT,KUL
992.0,Animation,DEL,AMS
993.0,Animation,SZX,EWR
993.0,Animation,MEX,SIN
994.0,Animation,SEA,IAH
994.0,Animation,BOM,PHL
994.0,Animation,ORD,PVG
996.0,Animation,DEL,YYZ
996.0,Animation,SZX,SIN
996.0,Animation,CLT,LAS
996.0,Animation,MIA,PVG
996.0,Animation,MCO,SIN
996.0,Animation,IAH,AYT
997.0,Animation,JFK,TPE
997.0,Animation,TPE,SEA
997.0,Animation,JFK,MSP
998.0,Animation,SZX,PEK
998.0,Animation,TPE,PHL
998.0,Animation,MIA,BOS
1000.0,Animation,LAX,BOS
1000.0,Animation,CAN,SFO
1000.0,Animation,DXB,CGK
1001.0,Animation,DEL,AYT
1002.0,Animation,CAN,CGK
1002.0,Animation,BOS,FCO
1003.0,Animation,BOM,ORD
1003.0,Animation,YYZ,GRU
1003.0,Animation,TPE,DFW
1004.0,Animation,FRA,SYD
1004.0,Animation,SZX,CLT
1005.0,Animation,PHL,HKG
1005.0,Animation,ORD,MEX
1006.0,Animation,SIN,SHA
1006.0,Animation,AYT,FRA
1007.0,Animation,SHA,BOM
1008.0,Animation,MUC,TPE
1009.0,Animation,TPE,FCO
1014.0,Animation,MEL,SHA
1014.0,Animation,CTU,EWR
1015.0,Animation,DEN,DXB
1016.0,Animation,CLT,AMS
1016.0,Animation,PHL,HKG
1016.0,Animation,MCO,NRT
1018.0,Animation,ORD,CAN
1018.0,Animation,PHL,FCO
1018.0,Animation,BOS,AYT
1019.0,Animation,JFK,SIN
1019.0,Animation,HKG,MEL
1019.0,Animation,HKG,PHL
1019.0,Animation,AYT,PHL
1019.0,Animation,CTU,MIA
1020.0,Animation,LAS,ZRH
1021.0,Animation,MCO,DXB
1021.0,Animation,DFW,KUL
1022.0,Animation,AYT,CAN
1023.0,Animation,TPE,PHX
1024.0,Animation,HKG,MUC
1025.0,Animation,PEK,IST
1026.0,Animation,DEL,JFK
1028.0,Animation,SZX,DEL
1029.0,Animation,AYT,CLT
1030.0,Animation,MEX,PHL
1031.0,Animation,SZX,BOM
1031.0,Animation,MIA,CGK
1031.0,Animation,DFW,MCO
1032.0,Animation,JFK,AMS
1032.0,Animation,MIA,ORY
1032.0,Animation,TPE,ORD
1033.0,Animation,AMS,YYZ
1035.0,Animation,IST,ATL
1035.0,Animation,MAD,IST
1035.0,Animation,PHL,DEN
1036.0,Animation,MEL,ATL
1037.0,Animation,DEL,SZX
1038.0,Animation,DXB,MCO
1038.0,Animation,EWR,MEL
1038.0,Animation,FCO,DEN
1039.0,Animation,SZX,HKG
1040.0,Animation,LAX,LHR
1041.0,Animation,MCO,CTU
1042.0,Animation,LHR,LAS
1043.0,Animation,DXB,MUC
1044.0,Animation,PHL,LAS
1044.0,Animation,SZX,EWR
1045.0,Animation,MUC,ORY
1045.0,Animation,NRT,HKG
1045.0,Animation,MSP,BOS
1046.0,Animation,TPE,SFO
1046.0,Animation,MAD,CGK
1046.0,Animation,PHL,MSP
1047.0,Animation,CAN,MEL
1047.0,Animation,LHR,MSP
1047.0,Animation,FRA,SYD
1047.0,Animation,ORY,SYD
1048.0,Animation,DXB,ORD
1048.0,Animation,DXB,MSP
1051.0,Animation,BOM,JFK
1052.0,Animation,PVG,DXB
1053.0,Animation,DXB,AYT
1053.0,Animation,IAH,MEX
1053.0,Animation,CAN,CGK
1053.0,Animation,DXB,MEX
1053.0,Animation,ORD,SEA
1053.0,Animation,ZRH,AYT
1054.0,Animation,CGK,BOS
1055.0,Animation,GRU,PVG
1056.0,Animation,BOM,GRU
1059.0,Animation,AMS,SEA
1059.0,Animation,LAS,PVG
1061.0,Animation,FRA,TPE
1062.0,Animation,MSP,ORD
1063.0,Animation,SFO,SHA
1064.0,Animation,MIA,SZX
1065.0,Animation,SYD,YYZ
1066.0,Animation,DEN,FRA
1068.0,Animation,MCO,NRT
1069.0,Animation,HKG,YYZ
1069.0,Animation,DXB,AMS
1069.0,Animation,MIA,MEX
1069.0,Animation,ATL,CAN
1069.0,Animation,NRT,SYD
1073.0,Animation,TPE,SZX
1075.0,Animation,IAH,FCO
1076.0,Animation,MCO,PHL
1079.0,Animation,GRU,PHL
1080.0,Animation,BOM,SFO
1080.0,Animation,MAD,ZRH
1082.0,Animation,PVG,PHX
1082.0,Animation,GRU,LAX
1082.0,Animation,DEN,SZX
1084.0,Animation,ATL,PHX
1085.0,Animation,FRA,DEN
1086.0,Animation,MCO,SFO
1087.0,Animation,FRA,ZRH
1087.0,Animation,MEX,AMS
1088.0,Animation,EWR,DEL
1089.0,Animation,JFK,MSP
1090.0,Animation,YYZ,ATL
1091.0,Animation,PHX,SYD
1091.0,Animation,PVG,ORY
1091.0,Animation,ATL,IAH
1091.0,Animation,DFW,EWR
1093.0,Animation,BOM,FRA
1096.0,Animation,SYD,MEL
1096.0,Animation,PHL,DXB
1097.0,Animation,SIN,NRT
1097.0,Animation,MSP,BOS
1098.0,Animation,CAN,MEX
1098.0,Animation,PVG,HKG
1098.0,Animation,DTW,ATL
1102.0,Animation,MCO,MEX
1102.0,Animation,DXB,SHA
1103.0,Animation,NRT,MUC
1103.0,Animation,SFO,DTW
1104.0,Animation,BOS,DEN
1104.0,Animation,PHX,IAH
1105.0,Animation,ORD,IST
1105.0,Animation,FRA,JFK
1105.0,Animation,SFO,DXB
1105.0,Animation,MIA,KUL
1106.0,Animation,MCO,DEN
1106.0,Animation,MIA,LHR
1106.0,Animation,HKG,NRT
1107.0,Animation,MCO,LAS
1108.0,Animation,LAX,LAS
1109.0,Animation,NRT,SEA
1111.0,Animation,MIA,FCO
1111.0,Animation,PEK,TPE
1112.0,Animation,MEX,LHR
1112.0,Animation,SZX,CLT
1113.0,Animation,BOM,DEN
1113.0,Animation,PEK,EWR
1114.0,Animation,IST,SEA
1114.0,Animation,CLT,PVG
1115.0,Animation,MEX,ORY
1115.0,Animation,MCO,SZX
1116.0,Animation,PEK,FCO
1116.0,Animation,IAH,CLT
1118.0,Animation,DXB,MEL
1119.0,Animation,ZRH,LHR
1119.0,Animation,AMS,LAS
1119.0,Animation,CLT,TPE
1120.0,Animation,MCO,BOS
1120.0,Animation,DEN,AMS
1122.0,Animation,MSP,CDG
1122.0,Animation,PHX,PHL
1122.0,Animation,IAH,MEL
1123.0,Animation,GRU,MEX
1124.0,Animation,AMS,ORY
1125.0,Animation,MEX,YYZ
1126.0,Animation,MEX,PVG
1127.0,Animation,BOM,NRT
1128.0,Animation,SZX,DEN
1128.0,Animation,DXB,MCO
1129.0,Animation,DEN,SIN
1130.0,Animation,SZX,YYZ
1131.0,Animation,MIA,AMS
1131.0,Animation,CLT,FRA
1131.0,Animation,MCO,MEX
1132.0,Animation,CGK,PHX
1132.0,Animation,BOM,PEK
1134.0,Animation,TPE,LHR
1137.0,Animation,DEL,FRA
1137.0,Animation,MIA,IST
1137.0,Animation,DEN,SIN
1138.0,Animation,MEX,SHA
1139.0,Animation,ORD,DTW
1140.0,Animation,SIN,SEA
1141.0,Animation,PHX,BOS
1141.0,Animation,IST,MCO
1142.0,Animation,DTW,AMS
1143.0,Animation,IST,ORD
1144.0,Animation,YYZ,CLT
1145.0,Animation,SIN,SYD
1146.0,Animation,SEA,AYT
1148.0,Animation,BOS,SZX
1148.0,Animation,CLT,ORY
1149.0,Animation,HKG,SHA
1149.0,Animation,LHR,SHA
1149.0,Animation,ORD,DXB
1150.0,Animation,BOS,CDG
1151.0,Animation,SYD,TPE
1152.0,Animation,FRA,LAX
1155.0,Animation,SIN,ATL
1155.0,Animation,ZRH,ORY
1155.0,Animation,MAD,MIA
1157.0,Animation,MSP,LHR
1157.0,Animation,ZRH,LAS
1157.0,Animation,MEX,IST
1157.0,Animation,ORY,LHR
1158.0,Animation,BOM,CGK
1159.0,Animation,YYZ,BOS
1159.0,Animation,CLT,GRU
1160.0,Animation,CLT,JFK
1160.0,Animation,DXB,NRT
1161.0,Animation,MIA,CAN
1161.0,Animation,ATL,LAX
1162.0,Animation,MSP,ORD
1163.0,Animation,DEL,LAX
1163.0,Animation,HKG,LAS
1164.0,Animation,ORD,DEN
1165.0,Animation,IAH,MAD
1169.0,Animation,SFO,MEL
1171.0,Animation,YYZ,CDG
1172.0,Animation,SHA,PEK
1172.0,Animation,ZRH,SFO
1173.0,Animation,SIN,MEL
1173.0,Animation,SIN,DEL
1173.0,Animation,SZX,CAN
1174.0,Animation,CGK,AMS
1175.0,Animation,AYT,HKG
1176.0,Animation,MIA,DFW
1176.0,Animation,JFK,ORY
1176.0,Animation,MCO,DXB
1178.0,Animation,MSP,MCO
1179.0,Animation,CGK,LHR
1179.0,Animation,CTU,AYT
1180.0,Animation,ORD,FRA
1181.0,Animation,DEL,CAN
1181.0,Animation,ATL,NRT
1182.0,Animation,DFW,TPE
1182.0,Animation,CAN,SZX
1185.0,Animation,ATL,EWR
1187.0,Animation,FRA,PHX
1187.0,Animation,CLT,PHX
1188.0,Animation,SIN,CDG
1189.0,Animation,EWR,DXB
1189.0,Animation,EWR,CAN
1189.0,Animation,PHX,EWR
1190.0,Animation,CGK,DEN
1191.0,Animation,SHA,SIN
1192.0,Animation,MEL,DFW
1192.0,Animation,YYZ,IAH
1193.0,Animation,PHX,FCO
1194.0,Animation,DEN,PHL
1194.0,Animation,MIA,JFK
1194.0,Animation,BOM,PHX
1194.0,Animation,SZX,DTW
1195.0,Animation,LAX,ORY
1196.0,Animation,IAH,IST
1197.0,Animation,DEL,MUC
1198.0,Animation,PEK,CGK
1199.0,Animation,CGK,KUL
1199.0,Animation,CLT,DEN
1199.0,Animation,DTW,FRA
1199.0,Animation,LAS,LHR
1200.0,Animation,PHX,CTU
1203.0,Animation,ORD,YYZ
1204.0,Animation,BOM,MSP
1204.0,Animation,MEX,PHX
1205.0,Animation,BOS,SEA
1206.0,Animation,ATL,DEL
1206.0,Animation,MEL,PVG
1207.0,Animation,MCO,SFO
1208.0,Animation,HKG,FCO
1209.0,Animation,MCO,AYT
1210.0,Animation,MUC,CTU
1210.0,Animation,SIN,MAD
1211.0,Animation,MEL,EWR
1211.0,Animation,JFK,BOS
1213.0,Animation,MEL,NRT
1214.0,Animation,BOM,LAS
1215.0,Animation,BOS,DXB
1215.0,Animation,AYT,SFO
1215.0,Animation,DFW,MEL
1219.0,Animation,SIN,DEL
1219.0,Animation,MSP,MEL
1219.0,Animation,ORY,LAS
1220.0,Animation,BOS,YYZ
1220.0,Animation,JFK,AYT
1221.0,Animation,PHL,DEN
1221.0,Animation,MAD,SHA
1222.0,Animation,SYD,IAH
1222.0,Animation,FCO,PHX
1223.0,Animation,KUL,AMS
1224.0,Animation,MCO,CGK
1225.0,Animation,CTU,SFO
1227.0,Animation,GRU,CDG
1228.0,Animation,TPE,BOS
1229.0,Animation,CLT,PVG
1229.0,Animation,CLT,SZX
1230.0,Animation,ATL,MAD
1230.0,Animation,DTW,CDG
1231.0,Animation,MCO,FCO
1232.0,Animation,FRA,FCO
1232.0,Animation,ZRH,KUL
1233.0,Animation,DTW,GRU
1233.0,Animation,IAH,CDG
1234.0,Animation,GRU,JFK
1235.0,Animation,KUL,TPE
1236.0,Animation,BOS,SIN
1237.0,Animation,ATL,PEK
1238.0,Animation,KUL,CTU
1238.0,Animation,GRU,IAH
1238.0,Animation,PHL,MEL
1239.0,Animation,LAS,SHA
1239.0,Animation,JFK,LHR
1239.0,Animation,LHR,DEN
1240.0,Animation,CGK,KUL
1240.0,Animation,IST,MIA
1241.0,Animation,ZRH,MEX
1243.0,Animation,SIN,FRA
1244.0,Animation,CAN,SHA
1245.0,Animation,DTW,BOM
1245.0,Animation,AMS,DFW
1246.0,Animation,MAD,MUC
1247.0,Animation,LHR,IST
1248.0,Animation,CGK,MEL
1248.0,Animation,MCO,YYZ
1249.0,Animation,DEL,PHX
1249.0,Animation,SIN,SZX
1249.0,Animation,ORD,GRU
1249.0,Animation,MAD,DTW
1250.0,Animation,BOS,ZRH
1251.0,Animation,IAH,YYZ
1251.0,Animation,HKG,FRA
1252.0,Animation,PHL,LAX
1252.0,Animation,HKG,NRT
1253.0,Animation,ZRH,DEL
1253.0,Animation,SEA,DEL
1253.0,Animation,PVG,TPE
1253.0,Animation,PVG,MSP
1253.0,Animation,ORY,HKG
1253.0,Animation,SZX,CGK
1254.0,Animation,DEL,PEK
1255.0,Animation,AMS,DFW
1255.0,Animation,EWR,PVG
1257.0,Animation,JFK,ORD
1258.0,Animation,PVG,ORD
1258.0,Animation,AMS,HKG
1260.0,Animation,EWR,DEL
1261.0,Animation,BOM,IAH
1261.0,Animation,LAS,IST
1261.0,Animation,MEX,DXB
1262.0,Animation,MEL,FCO
1262.0,Animation,LHR,LAX
1264.0,Animation,PVG,ZRH
1264.0,Animation,ORD,DTW
1265.0,Animation,EWR,BOS
1265.0,Animation,BOS,BOM
1267.0,Animation,NRT,SFO
1267.0,Animation,AYT,PVG
1267.0,Animation,MSP,DFW
1268.0,Animation,MEL,DFW
1268.0,Animation,PHL,MEL
1268.0,Animation,ATL,MAD
1269.0,Animation,BOM,SFO
1270.0,Animation,DEL,SFO
1270.0,Animation,KUL,SFO
1270.0,Animation,BOM,MCO
1270.0,Animation,IAH,AMS
1271.0,Animation,EWR,LHR
1273.0,Animation,LAS,PEK
1274.0,Animation,GRU,LHR
1274.0,Animation,ORY,MIA
1274.0,Animation,BOS,MEX
1275.0,Animation,DEN,ORD
1275.0,Animation,CLT,CTU
1276.0,Animation,EWR,AMS
1276.0,Animation,SFO,EWR
1278.0,Animation,MEX,FRA
1279.0,Animation,EWR,MIA
1279.0,Animation,BOM,ORD
1279.0,Animation,MUC,CLT
1280.0,Animation,IAH,DEN
1281.0,Animation,BOS,KUL
1282.0,Animation,BOM,LAS
1282.0,Animation,CLT,MCO
1283.0,Animation,LHR,FCO
1285.0,Animation,SYD,ATL
1286.0,Animation,SFO,KUL
1286.0,Animation,PHX,BOS
1286.0,Animation,BOS,MSP
1286.0,Animation,JFK,GRU
1287.0,Animation,IST,MEX
1288.0,Animation,LHR,FRA
1289.0,Animation,KUL,SEA
1289.0,Animation,JFK,MEX
1289.0,Animation,MAD,LAS
1290.0,Animation,ORY,FRA
1291.0,Animation,MEX,ZRH
1291.0,Animation,MCO,TPE
1292.0,Animation,SYD,SFO
1293.0,Animation,SIN,PVG
1294.0,Animation,CLT,MIA
1294.0,Animation,LHR,MCO
1294.0,Animation,PHL,CAN
1295.0,Animation,YYZ,DFW
1296.0,Animation,MCO,PVG
1296.0,Animation,SIN,MIA
1296.0,Animation,PEK,MSP
1297.0,Animation,BOS,CLT
1297.0,Animation,DFW,SYD
1297.0,Animation,IST,HKG
1297.0,Animation,TPE,SYD
1298.0,Animation,CGK,SEA
1298.0,Animation,SIN,SHA
1300.0,Animation,SHA,PVG
1301.0,Animation,SYD,KUL
1301.0,Animation,SFO,PEK
1303.0,Animation,CTU,DEL
1303.0,Animation,CGK,ORD
1304.0,Animation,MIA,CDG
1304.0,Animation,SYD,MIA
1305.0,Animation,AYT,NRT
1307.0,Animation,GRU,PHL
1307.0,Animation,PVG,PEK
1308.0,Animation,MEL,CGK
1308.0,Animation,LAS,IST
1308.0,Animation,EWR,LHR
1309.0,Animation,DEL,DFW
1310.0,Animation,PHL,CAN
1310.0,Animation,IAH,CTU
1311.0,Animation,BOS,CTU
1311.0,Animation,MEX,MEL
1311.0,Animation,MEX,ORD
1311.0,Animation,PEK,YYZ
1312.0,Animation,KUL,FCO
1312.0,Animation,SIN,NRT
1312.0,Animation,SEA,ORY
1313.0,Animation,SZX,PHL
1314.0,Animation,BOM,DXB
1315.0,Animation,DEL,GRU
1315.0,Animation,BOS,ORY
1315.0,Animation,SHA,LAS
1316.0,Animation,HKG,SHA
1316.0,Animation,TPE,CAN
1316.0,Animation,LHR,CDG
1317.0,Animation,PHL,IAH
1317.0,Animation,YYZ,DXB
1318.0,Animation,LAX,PVG
1319.0,Animation,MIA,LAS
1320.0,Animation,IST,AYT
1321.0,Animation,CDG,PHX
1321.0,Animation,SFO,LAX
1321.0,Animation,SHA,SZX
1322.0,Animation,FCO,SHA
1322.0,Animation,NRT,YYZ
1323.0,Animation,ATL,SFO
1323.0,Animation,TPE,BOS
1325.0,Animation,MUC,SHA
1326.0,Animation,PVG,MSP
1327.0,Animation,DEN,FCO
1328.0,Animation,PHX,HKG
1329.0,Animation,DEL,ZRH
1329.0,Animation,IST,PVG
1329.0,Animation,LAX,MIA
1332.0,Animation,MUC,DTW
1333.0,Animation,ORY,MSP
1333.0,Animation,ATL,IAH
1334.0,Animation,EWR,DEL
1335.0,Animation,YYZ,FRA
1336.0,Animation,SFO,NRT
1337.0,Animation,MUC,CGK
1337.0,Animation,CTU,MEX
1337.0,Animation,SHA,FRA
1338.0,Animation,SYD,DFW
1338.0,Animation,PHL,FRA
1339.0,Animation,ORY,MIA
1339.0,Animation,GRU,SZX
1339.0,Animation,FRA,SFO
1340.0,Animation,MEX,AMS
1341.0,Animation,GRU,MSP
1341.0,Animation,SFO,CGK
1341.0,Animation,LAS,NRT
1341.0,Animation,KUL,HKG
1342.0,Animation,DEN,MEX
1343.0,Animation,SFO,ORD
1343.0,Animation,YYZ,DEL
1345.0,Animation,TPE,FCO
1345.0,Animation,PHL,JFK
1346.0,Animation,LAX,MCO
1346.0,Animation,NRT,LAX
1347.0,Animation,SHA,DTW
1348.0,Animation,DFW,PEK
1348.0,Animation,MUC,SEA
1350.0,Animation,CAN,HKG
1352.0,Animation,PHX,MEX
1352.0,Animation,HKG,LAS
1352.0,Animation,BOS,SIN
1353.0,Animation,DEN,BOS
1354.0,Animation,BOS,ORY
1354.0,Animation,LAS,CTU
1355.0,Animation,CGK,GRU
1355.0,Animation,DTW,CDG
1356.0,Animation,DXB,CGK
1357.0,Animation,BOM,PHX
1359.0,Animation,SZX,PEK
1360.0,Animation,DXB,MCO
1360.0,Animation,PEK,LAS
1361.0,Animation,CAN,MUC
1361.0,Animation,GRU,PHX
1363.0,Animation,MUC,AYT
1364.0,Animation,FCO,SYD
1365.0,Animation,SFO,CGK
1365.0,Animation,TPE,JFK
1366.0,Animation,DFW,CAN
1367.0,Animation,PEK,MAD
1367.0,Animation,DEN,HKG
1368.0,Animation,PVG,ORY
1369.0,Animation,PHL,JFK
1369.0,Animation,TPE,FCO
1369.0,Animation,AMS,MAD
1370.0,Animation,DEL,YYZ
1371.0,Animation,DFW,JFK
1374.0,Animation,AYT,MUC
1375.0,Animation,IST,SHA
1375.0,Animation,MAD,IST
1377.0,Animation,PEK,EWR
1377.0,Animation,CLT,SFO
1378.0,Animation,BOM,IST
1379.0,Animation,NRT,SHA
1381.0,Animation,DEL,SIN
1381.0,Animation,AMS,FCO
1382.0,Animation,JFK,CAN
1382.0,Animation,KUL,SIN
1383.0,Animation,SEA,SYD
1386.0,Animation,IAH,ZRH
1387.0,Animation,KUL,BOM
1387.0,Animation,AMS,SZX
1387.0,Animation,FRA,CLT
1389.0,Animation,DXB,YYZ
1389.0,Animation,PHL,SHA
1389.0,Animation,EWR,PHL
1390.0,Animation,SHA,PVG
1391.0,Animation,GRU,SHA
1391.0,Animation,MCO,PEK
1392.0,Animation,KUL,FCO
1393.0,Animation,TPE,PEK
1393.0,Animation,BOM,CGK
1394.0,Animation,AYT,ORY
1394.0,Animation,IAH,DEL
1395.0,Animation,KUL,CLT
1395.0,Animation,HKG,SYD
1396.0,Animation,FCO,LAX
1397.0,Animation,CDG,ORD
1397.0,Animation,KUL,DEN
1398.0,Animation,BOM,PHX
1398.0,Animation,LAS,CTU
1398.0,Animation,FRA,SHA
1399.0,Animation,IAH,IST
1399.0,Animation,MCO,NRT
1402.0,Animation,DXB,CAN
1402.0,Animation,DTW,IST
1403.0,Animation,ORD,ZRH
1403.0,Animation,CDG,DTW
1403.0,Animation,ORD,LHR
1404.0,Animation,GRU,MUC
1404.0,Animation,PHL,SZX
1405.0,Animation,CDG,FCO
1406.0,Animation,PEK,LHR
1406.0,Animation,DFW,AYT
1406.0,Animation,ZRH,AMS
1407.0,Animation,PHX,IST
1408.0,Animation,ORD,LAX
1410.0,Animation,DEL,SHA
1410.0,Animation,MEL,NRT
1410.0,Animation,CGK,SZX
1410.0,Animation,YYZ,MAD
1410.0,Animation,PHX,MIA
1412.0,Animation,PVG,BOS
1412.0,Animation,CGK,NRT
1412.0,Animation,YYZ,JFK
1414.0,Animation,CTU,BOS
1414.0,Animation,ORD,PHX
1415.0,Animation,BOM,MEL
1416.0,Animation,MUC,MIA
1417.0,Animation,PHL,DXB
1418.0,Animation,DEN,ORY
1418.0,Animation,YYZ,LHR
1418.0,Animation,AYT,FRA
1420.0,Animation,SHA,PVG
1420.0,Animation,JFK,PHL
1422.0,Animation,MAD,PHL
1422.0,Animation,SFO,SHA
1423.0,Animation,CDG,LAX
1424.0,Animation,LAX,SYD
1424.0,Animation,HKG,PEK
1425.0,Animation,SHA,DXB
1425.0,Animation,BOM,PHL
1426.0,Animation,PVG,AMS
1426.0,Animation,AMS,CGK
1426.0,Animation,DFW,GRU
1427.0,Animation,FCO,SYD
1428.0,Animation,DEL,CAN
1428.0,Animation,MUC,FCO
1429.0,Animation,SFO,PVG
1430.0,Animation,YYZ,DEN
1431.0,Animation,LHR,DEN
1431.0,Animation,FRA,MSP
1432.0,Animation,MEL,IAH
1432.0,Animation,AMS,FCO
1432.0,Animation,MIA,PEK
1433.0,Animation,MEX,MAD
1434.0,Animation,FCO,EWR
1434.0,Animation,PHL,PEK
1435.0,Animation,NRT,LAX
1438.0,Animation,MEX,ORD
1439.0,Animation,KUL,MEX
1439.0,Animation,FRA,LAX
1439.0,Animation,CAN,NRT
1440.0,Animation,ORD,LHR
1440.0,Animation,DEN,HKG
1441.0,Animation,HKG,LAX
1441.0,Animation,MAD,SHA
1442.0,Animation,CLT,ORY
1443.0,Animation,ORD,PVG
1444.0,Animation,HKG,FRA
1444.0,Animation,JFK,ZRH
1445.0,Animation,MUC,CLT
1445.0,Animation,LAX,SFO
1446.0,Animation,GRU,PHX
1447.0,Animation,ORY,YYZ
1448.0,Animation,LAS,ORY
1448.0,Animation,PHX,SHA
1449.0,Animation,MCO,EWR
1449.0,Animation,FCO,BOS
1449.0,Animation,PEK,MEL
1450.0,Animation,GRU,KUL
1450.0,Animation,KUL,MAD
1453.0,Animation,BOM,CGK
1454.0,Animation,NRT,AYT
1455.0,Animation,MIA,DEN
1455.0,Animation,DXB,CTU
1457.0,Animation,DEL,DEN
1457.0,Animation,CGK,LAX
1458.0,Animation,LAX,ZRH
1458.0,Animation,DTW,IST
1458.0,Animation,DEN,CAN
1458.0,Animation,PVG,LHR
1460.0,Animation,BOS,PHL
1460.0,Animation,YYZ,IAH
1461.0,Animation,CAN,ATL
1461.0,Animation,JFK,SEA
1461.0,Animation,MCO,CLT
1462.0,Animation,CGK,MEX
1462.0,Animation,KUL,MIA
1462.0,Animation,SIN,LAS
1463.0,Animation,DEN,KUL
1463.0,Animation,HKG,PHL
1463.0,Animation,MSP,CLT
1463.0,Animation,DFW,LAS
1463.0,Animation,EWR,FRA
1463.0,Animation,PHL,GRU
1465.0,Animation,FCO,DEL
1465.0,Animation,DEN,MAD
1465.0,Animation,KUL,GRU
1465.0,Animation,DXB,BOM
1465.0,Animation,SHA,AMS
1466.0,Animation,MEX,MEL
1466.0,Animation,AYT,CTU
1467.0,Animation,MUC,PHL
1467.0,Animation,MIA,MAD
1467.0,Animation,SIN,MEL
1468.0,Animation,ATL,PHL
1468.0,Animation,DTW,AMS
1470.0,Animation,LAX,MUC
1470.0,Animation,SZX,PHX
1471.0,Animation,AYT,FCO
1472.0,Animation,NRT,FRA
1474.0,Animation,MAD,LHR
1475.0,Animation,EWR,ORY
1475.0,Animation,DEN,EWR
1475.0,Animation,MSP,CGK
1476.0,Animation,DFW,SEA
1477.0,Animation,MEL,FCO
1478.0,Animation,NRT,SYD
1479.0,Animation,CGK,KUL
1480.0,Animation,KUL,GRU
1484.0,Animation,DEN,JFK
1485.0,Animation,SIN,LAS
1485.0,Animation,ORY,MIA
1485.0,Animation,IST,DTW
1487.0,Animation,HKG,FRA
1487.0,Animation,LHR,MIA
1488.0,Animation,ORD,DXB
1488.0,Animation,PVG,IST
1489.0,Animation,IST,PEK
1490.0,Animation,EWR,LHR
1491.0,Animation,PVG,GRU
1491.0,Animation,SZX,PVG
1493.0,Animation,SFO,CLT
1493.0,Animation,SZX,CLT
1493.0,Animation,DFW,SIN
1495.0,Animation,CDG,CTU
1495.0,Animation,PHL,CDG
1497.0,Animation,SHA,IST
1497.0,Animation,AMS,CLT
1498.0,Animation,NRT,SYD
1499.0,Animation,BOM,SZX
1502.0,Animation,MUC,CGK
1502.0,Animation,CAN,IAH
1503.0,Animation,DFW,LAS
1503.0,Animation,YYZ,IAH
1503.0,Animation,MSP,CDG
1504.0,Animation,LHR,FRA
1504.0,Animation,AMS,PEK
1505.0,Animation,GRU,DTW
1505.0,Animation,CGK,TPE
1505.0,Animation,ORD,MCO
1506.0,Animation,LAX,CAN
1507.0,Animation,DFW,SHA
1508.0,Animation,AMS,SHA
1509.0,Animation,LAS,KUL
1509.0,Animation,FCO,LAX
1510.0,Animation,CAN,CGK
1513.0,Animation,LAS,MSP
1513.0,Animation,AMS,TPE
1514.0,Animation,LAX,MAD
1514.0,Animation,DXB,FRA
1516.0,Animation,SZX,MIA
1516.0,Animation,SEA,PVG
1517.0,Animation,SYD,SIN
1517.0,Animation,CGK,MUC
1517.0,Animation,CTU,ATL
1518.0,Animation,PEK,AMS
1518.0,Animation,JFK,MSP
1519.0,Animation,DEN,KUL
1519.0,Animation,YYZ,PHL
1520.0,Animation,LAS,SIN
1520.0,Animation,TPE,CGK
1520.0,Animation,FCO,PEK
1521.0,Animation,NRT,PEK
1522.0,Animation,SIN,DTW
1523.0,Animation,ORD,ATL
1523.0,Animation,FCO,KUL
1523.0,Animation,LAX,TPE
1524.0,Animation,NRT,SEA
